scene_id,OID,lng,lat,date,image_path,filename,image_url
S0102,17395,106.46305,29.494596,201907,images/17395_106.46305_29.494596_201907.jpg,17395_106.46305_29.494596_201907.jpg,https://pub-038359eb657f4df5960d0f9964bb67a2.r2.dev/17395_106.46305_29.494596_201907.jpg
S0103,8582,106.472236,29.539203,201907,images/8582_106.472236_29.539203_201907.jpg,8582_106.472236_29.539203_201907.jpg,https://pub-038359eb657f4df5960d0f9964bb67a2.r2.dev/8582_106.472236_29.539203_201907.jpg
S0104,47837,106.49494,29.504912,202210,images/47837_106.49494_29.504912_202210.jpg,47837_106.49494_29.504912_202210.jpg,https://pub-038359eb657f4df5960d0f9964bb67a2.r2.dev/47837_106.49494_29.504912_202210.jpg
S0105,16988,106.536873,29.555427,201711,images/16988_106.536873_29.555427_201711.jpg,16988_106.536873_29.555427_201711.jpg,https://pub-038359eb657f4df5960d0f9964bb67a2.r2.dev/16988_106.536873_29.555427_201711.jpg
S0106,3077,106.56429,29.536714,201711,images/3077_106.56429_29.536714_201711.jpg,3077_106.56429_29.536714_201711.jpg,https://pub-038359eb657f4df5960d0f9964bb67a2.r2.dev/3077_106.56429_29.536714_201711.jpg
S0107,23500,106.557251,29.593788,202210,images/23500_106.557251_29.593788_202210.jpg,23500_106.557251_29.593788_202210.jpg,https://pub-038359eb657f4df5960d0f9964bb67a2.r2.dev/23500_106.557251_29.593788_202210.jpg
S0108,39272,106.490778,29.490121,201711,images/39272_106.490778_29.490121_201711.jpg,39272_106.490778_29.490121_201711.jpg,https://pub-038359eb657f4df5960d0f9964bb67a2.r2.dev/39272_106.490778_29.490121_201711.jpg
S0109,27334,106.504707,29.580415,202210,images/27334_106.504707_29.580415_202210.jpg,27334_106.504707_29.580415_202210.jpg,https://pub-038359eb657f4df5960d0f9964bb67a2.r2.dev/27334_106.504707_29.580415_202210.jpg
S0110,8001,106.479059,29.577766,201906,images/8001_106.479059_29.577766_201906.jpg,8001_106.479059_29.577766_201906.jpg,https://pub-038359eb657f4df5960d0f9964bb67a2.r2.dev/8001_106.479059_29.577766_201906.jpg
S0111,3075,106.458354,29.571634,201609,images/3075_106.458354_29.571634_201609.jpg,3075_106.458354_29.571634_201609.jpg,https://pub-038359eb657f4df5960d0f9964bb67a2.r2.dev/3075_106.458354_29.571634_201609.jpg
S0112,29034,106.528626,29.49135,201711,images/29034_106.528626_29.49135_201711.jpg,29034_106.528626_29.49135_201711.jpg,https://pub-038359eb657f4df5960d0f9964bb67a2.r2.dev/29034_106.528626_29.49135_201711.jpg
S0113,7980,106.573168,29.572912,202107,images/7980_106.573168_29.572912_202107.jpg,7980_106.573168_29.572912_202107.jpg,https://pub-038359eb657f4df5960d0f9964bb67a2.r2.dev/7980_106.573168_29.572912_202107.jpg
S0114,29423,106.591533,29.595405,202210,images/29423_106.591533_29.595405_202210.jpg,29423_106.591533_29.595405_202210.jpg,https://pub-038359eb657f4df5960d0f9964bb67a2.r2.dev/29423_106.591533_29.595405_202210.jpg
S0115,20555,106.526617,29.591974,201907,images/20555_106.526617_29.591974_201907.jpg,20555_106.526617_29.591974_201907.jpg,https://pub-038359eb657f4df5960d0f9964bb67a2.r2.dev/20555_106.526617_29.591974_201907.jpg
